count,compound,lattice_system_relax,spacegroup_relax,volume_cell,spin_cell,mag_field,mag_sites
0,Ag3C6Fe1N6,hexagonal,162,315.041,1.00406,0.037142765,0
1,Ag3C6Fe1N6,hexagonal,162,319.372,1.00391,0.036633598,0
2,Ag3C6K1Mn1N6,hexagonal,149,334.876,0.999601,0.034787586,0
3,Ag3C6K1Mn1N6,hexagonal,149,331.634,0.999698,0.035131073,0
4,Ag3C6K1Mn1N6,hexagonal,149,334.055,0.999911,0.034883898,0
5,Ag3C6K1Mn1N6,monoclinic,5,330.222,1.00015,0.035297242,0
6,Ag3C6K1Mn1N6,hexagonal,149,334.205,0.999825,0.034865242,0
7,Ag4Ce4Cu20,orthorhombic,62,449.227,4.19164,0.108742613,0
8,Ag2Co2O4,orthorhombic,63,99.7318,7.99991,0.93483095,0
9,Ag2Co2O4,hexagonal,194,100.585,7.99838,0.926724088,0
10,Ag2Co2O4,orthorhombic,63,122.261,4.13891,0.394529678,0
11,Ag4Co4O8,hexagonal,194,200.968,15.9929,0.927431729,0
12,Ag4Co6O28P8,triclinic,2,544.259,18.0339,0.386158569,0
13,Ag4Co4O16P4,triclinic,2,336.042,11.9996,0.416154741,0
14,Ag9Co6O18Sb3,hexagonal,151,491.872,18.0133,0.426798436,0
15,Ag1Cu4Nd1,cubic,216,97.9262,3.04549,0.362443165,0
16,Ag4Cu4O6,tetragonal,141,193.72,3.99499,0.240338239,0
17,Ag8Cu8O32P8,orthorhombic,61,699.511,8.00006,0.133284711,0
18,Ag4Cu4O16P4,monoclinic,14,342.265,3.99996,0.136199275,0
19,Ag8Cu2O12Te2,monoclinic,15,322.82,2.00643,0.072434459,0
20,Ag4Cu4O16V4,orthorhombic,62,351.683,4.00255,0.132637714,0
21,Ag4Cu4O16V4,orthorhombic,62,351.324,4.00259,0.132774577,0
22,Ag1Cu4U1,cubic,216,97.5381,3.00121,0.358594589,0
23,Ag2F6Rb2,tetragonal,140,178.946,1.99998,0.130252269,0
24,Ag1Fe1O2,rhombohedral,166,47.2993,1.68211,0.414458755,0
25,Ag2Fe2O4,hexagonal,194,94.7062,4.57587,0.56308882,0
26,Ag4Fe4O28P8,monoclinic,14,545.47,20.0051,0.427416708,0
27,Ag4Fe4O24Se8,orthorhombic,33,592.792,20.0604,0.394383642,0
28,Ag2Fe2O14V4,triclinic,2,300.356,10,0.388012151,0
29,Ag6Fe2O16V4,monoclinic,15,379.047,10.0159,0.307948827,0
30,Ag4Fe8S12,triclinic,2,574.473,36.0001,0.730324254,0
31,Ag2Fe2S4,tetragonal,122,181.634,9.99579,0.641359622,0
32,Ag2Fe2S4,tetragonal,122,182.576,9.99555,0.638035211,0
33,Ag2Fe1S4Sn1,tetragonal,121,196.099,4.0029,0.237892637,0
34,Ag2H4Ni6O24P6,monoclinic,15,432.966,12.0159,0.323432867,0
35,Ag1Mn3N1,cubic,221,77.6056,12.8545,1.930384253,0
36,Ag8Mn4O16,orthorhombic,62,408.294,3.99774,0.114109864,0
37,Ag4Mn4O16,monoclinic,14,339.911,7.99957,0.274273003,0
38,Ag16Mn12O32,rhombohedral,155,748.191,36.0002,0.560756185,0
39,Ag4Mn6O28P8,triclinic,2,568.43,30.0034,0.615141631,0
40,Ag4Mn2O16Sr2V4,monoclinic,15,395.868,10.0211,0.295016725,0
41,Ag4Mn4O16V4,orthorhombic,62,369.184,20,0.631347933,0
42,Ag8Mn2S12Sb4,monoclinic,14,631.94,9.99633,0.184351373,0
43,Ag8Mn2S12Sb4,monoclinic,14,731.3,9.98844,0.159178252,0
44,Ag8Mn2S12Sb4,monoclinic,14,688.585,10.0026,0.169292213,0
45,Ag2Ni1O2,rhombohedral,166,61.9345,1.27643,0.240185069,0
46,Ag2Ni1O2,rhombohedral,166,61.9528,1.27516,0.239875217,0
47,Ag2Ni1O2,rhombohedral,166,62.008,1.26667,0.238066013,0
48,Ag2Ni1O2,rhombohedral,166,62.0282,1.27651,0.239837275,0
49,Ag2Ni1O2,rhombohedral,166,62.0136,1.2732,0.239271694,0
50,Ag2Ni1O2,rhombohedral,166,62.0257,1.27562,0.239679717,0
51,Ag1Ni1O2,rhombohedral,166,47.7386,1.00239,0.244708292,0
52,Ag2Ni1O2,rhombohedral,166,62.1248,1.27747,0.239644433,0
53,Ag2Ni1O2,rhombohedral,166,61.9851,1.27572,0.239855508,0
54,Ag2Ni1O2,rhombohedral,166,61.9595,1.27703,0.240201013,0
55,Ag2Ni1O2,rhombohedral,166,62.0265,1.27676,0.239890821,0
56,Ag2Ni1O2,rhombohedral,166,61.9614,1.27542,0.239890826,0
57,Ag2Ni1O2,monoclinic,12,62.0126,1.24495,0.233966462,0
58,Ag2Ni1O2,rhombohedral,166,61.886,1.27452,0.240013616,0
59,Ag6Ni4O8,hexagonal,194,219.549,4.31789,0.229203766,0
60,Ag2Ni2O4,hexagonal,194,95.344,2.00268,0.244793471,0
61,Ag2Ni1O2,rhombohedral,166,61.9359,1.26114,0.237302594,0
62,Ag2Ni1O2,monoclinic,12,61.9218,1.25251,0.235732395,0
63,Ag2Ni1O2,monoclinic,12,61.9188,1.26535,0.238160524,0
64,Ag1Ni1Se2,rhombohedral,160,82.827,1.03942,0.146251651,0
65,Ag1Ni1Te2,rhombohedral,160,100.212,1.19781,0.139299592,0
66,Ag2Rb2S6U2,orthorhombic,63,330.88,4.00041,0.140901503,0
67,Ag6Rb2Se10Sm4,orthorhombic,63,592.851,19.9976,0.39310988,0
68,Ag2Rb2Se6U2,orthorhombic,63,362.792,3.99994,0.128492392,0
69,Al3B6Co20,cubic,225,303.41,33.021,1.268358341,0
70,Al8B4Co2O20,monoclinic,14,292.146,6.00003,0.239350928,0
71,Al1B2Fe2,orthorhombic,65,47.6605,3.54296,0.866341849,0
72,Al1B2Fe2,orthorhombic,65,47.9707,3.93023,0.954824489,0
73,Al1B2Mn2,orthorhombic,65,48.6258,1.73435,0.415672816,0
74,Al3B6Ni20,cubic,225,288.511,9.01047,0.363970938,0
75,Al1C1Co3,cubic,221,52.2878,3.84802,0.857666782,0
76,Al6C6Co2W18,hexagonal,194,436.744,3.27713,0.087447694,0
77,Al1C1Fe3,cubic,221,62.1288,7.99426,1.499570685,0
78,Al1C1Fe3,cubic,221,62.3077,8.15268,1.524896314,0
79,Al1C1Mn3,cubic,221,74.6835,3.96333,0.618467967,0
80,Al1C1Mn3,cubic,221,61.9841,10.7302,2.017479617,0
81,Al8Ca1Fe4,tetragonal,139,209.798,10.7333,0.596229641,0
82,Al4Ca4Fe2H2O26Si6,monoclinic,11,477.08,10.0048,0.244398671,0
83,Al4Ca4Fe2H2O26Si6,monoclinic,11,477.416,10.0048,0.244226666,0
84,Al4Ca4H2Mn2O26Si6,monoclinic,11,476.142,7.99859,0.195775608,0
85,Al8Ca1Mn4,tetragonal,139,231.923,15.0976,0.758657461,0
86,Al8Ce2Co2,orthorhombic,51,213.923,2.19302,0.11947217,0
87,Al8Ce2Co2,orthorhombic,51,214.99,1.51199,0.081961953,0
88,Al8Ce2Co2,orthorhombic,51,214.246,1.97521,0.107444006,0
89,Al32Ce4Co8,orthorhombic,55,711.624,5.29447,0.086706877,0
90,Al8Ce2Co2,orthorhombic,51,213.51,1.55018,0.084614647,0
91,Al8Ce2Co2,orthorhombic,51,213.179,2.07208,0.113277521,0
92,Al40Ce2Co4,cubic,227,745.345,4.76875,0.074563941,0
93,Al8Ce1Cu4,tetragonal,139,204.167,1.16226,0.066343653,0
94,Al8Ce1Cu4,tetragonal,139,203.864,1.15854,0.0662296,0
95,Al8Ce1Cu4,tetragonal,139,204.951,1.16231,0.066092712,0
96,Al3Ce3Cu3,hexagonal,189,191.543,3.55982,0.216592489,0
97,Al24Ce3Cu8Mn1,cubic,221,605.055,2.77894,0.053526144,0
98,Al32Ce4Fe8,orthorhombic,55,737.064,16.8065,0.265738035,0
99,Al8Ce1Fe4,tetragonal,139,207.534,10.2371,0.574869579,0
100,Al8Ce1Fe4,tetragonal,139,198.043,9.65706,0.56828615,0
101,Al8Ce1Fe4,tetragonal,139,207.336,10.4136,0.585339476,0
102,Al2Ce6Fe2S14,monoclinic,4,545.289,13.9984,0.299180512,0
103,Al5Ce1Ni2,orthorhombic,71,134.258,0.0230734,0.002002871,0
104,Al5Ce1Ni2,orthorhombic,71,135.238,0.0077903,0.000671332,0
105,Al5Ce1Ni2,orthorhombic,71,133.496,0.0034429,0.000300565,0
106,Al8Ce2Ni2,orthorhombic,63,208.932,0.144808,0.008077356,0
107,Al23Ce4Ni6,monoclinic,12,564.568,4.10584,0.084755405,0
108,Al2Ce6Ni2S14,hexagonal,173,532.417,5.95146,0.130272649,0
109,Al4Cl16Co2,monoclinic,15,694.615,6.00107,0.100685324,0
110,Al4Cl16Cu2,monoclinic,14,671.345,1.99949,0.03471004,0
111,Al4Cl16Cu2,monoclinic,14,667.534,1.99942,0.03490698,0
112,Al4Cl16Ni2,monoclinic,15,661.449,3.99778,0.070437538,0
113,Al1Co1,cubic,221,25.7548,1.4613,0.66124567,0
114,Al1Co1,cubic,221,25.7191,1.45896,0.661103196,0
115,Al1Co1,cubic,221,25.7389,1.46027,0.661187781,0
116,Al1Co1,cubic,221,25.6786,1.45631,0.660943183,0
117,Al1Co1,cubic,221,25.6082,1.45153,0.660584838,0
118,Al1Co3,cubic,221,49.296,4.49616,1.062947256,0
119,Al1Co3,cubic,221,49.3057,4.49656,1.062832687,0
120,Al2Co6,hexagonal,194,102.469,11.5494,1.313555912,0
121,Al1Co2Fe1,cubic,225,51.061,6.55092,1.495183922,0
122,Al4Co2H20Zr12,hexagonal,190,406.88,2.18279,0.062521192,0
123,Al1Co2Hf1,cubic,225,60.1139,3.13607,0.607984464,0
124,Al1Co2Hf1,cubic,225,60.234,3.14017,0.607565485,0
125,Al16Co7Hf6,cubic,225,443.271,6.73284,0.177015222,0
126,Al1Co2Hf1,cubic,225,60.1896,3.13995,0.60797107,0
127,Al2Co2La6S14,hexagonal,173,559.811,6.00142,0.124937909,0
128,Al1Co2Mn1,cubic,225,56.0616,7.64764,1.589804003,0
129,Al1Co2Mn1,cubic,225,56.0005,7.64508,1.59100582,0
130,Al1Co1Mn2,cubic,216,62.6437,9.92516,1.846467866,0
131,Al1Co2Mn1,cubic,225,56.063,7.64772,1.589780933,0
132,Al1Co2Nb1,cubic,225,55.8999,2.62159,0.546556897,0
133,Al1Co2Nb1,cubic,225,55.8847,2.62079,0.546538723,0
134,Al8Co2Nd2,orthorhombic,51,209.902,6.27632,0.348473807,0
135,Al4Co2O8,cubic,227,137.231,5.99987,0.50953175,0
136,Al8Co12O48Si12,cubic,230,774.754,35.9971,0.541483623,0
137,Al8Co12O48Si12,cubic,230,774.842,35.9974,0.541426638,0
138,Al8Co12O48Si12,cubic,230,774.558,35.9969,0.541617635,0
139,Al8Co12O48Si12,cubic,230,774.644,35.9968,0.541556,0
140,Al8Co12O48Si12,cubic,230,774.906,35.997,0.541375905,0
141,Al8Co12O48Si12,cubic,230,774.815,35.9972,0.541442497,0
142,Al8Co12O48Si12,cubic,230,775.156,35.9971,0.541202806,0
143,Al8Co12O48Si12,cubic,230,774.812,35.9971,0.541443089,0
144,Al8Co12O48Si12,cubic,230,774.932,35.9967,0.54135323,0
145,Al8Co12O48Si12,cubic,230,774.89,35.997,0.541387084,0
146,Al8Co12O48Si12,cubic,230,774.945,35.9973,0.541353172,0
147,Al8Co12O48Si12,cubic,230,775.021,35.9972,0.541298582,0
148,Al8Co12O48Si12,cubic,230,774.831,35.997,0.541428308,0
149,Al8Co12O48Si12,cubic,230,774.854,35.9968,0.541409229,0
150,Al32Co8Pr4,orthorhombic,55,706.553,0.730019,0.012041236,0
151,Al2Co2Pr6S14,hexagonal,173,538.036,17.9996,0.389881975,0
152,Al2Co2S14Y6,hexagonal,173,498.737,6.00024,0.140209897,0
153,Al32Co8Sm4,orthorhombic,55,693.242,22.6977,0.381573867,0
154,Al1Co2Ta1,cubic,225,55.0493,2.45384,0.519488669,0
155,Al1Co2Ta1,cubic,225,55.074,2.45536,0.519577331,0
156,Al3Co3Th3,orthorhombic,38,209.075,5.54081,0.308853688,0
157,Al16Co7Ti6,cubic,225,422.366,8.11089,0.223800576,0
158,Al1Co2Ti1,cubic,225,55.3739,2.55005,0.536692124,0
159,Al1Co1Ti2,cubic,216,66.4003,3.23184,0.567232948,0
160,Al1Co2Ti1,cubic,225,55.5197,2.55725,0.536794077,0
161,Al1Co2Ti1,cubic,225,55.3739,2.55005,0.536692124,0
162,Al1Co2Ti1,cubic,225,55.3747,2.55009,0.536692789,0
163,Al1Co2Ti1,cubic,225,55.5196,2.55725,0.536795044,0
164,Al2Co4U4,tetragonal,127,170.872,0.352641,0.024051576,0
165,Al12Co3U3,hexagonal,189,320.404,11.4357,0.415955109,0
166,Al3Co3U3,orthorhombic,38,173.67,8.5862,0.576179543,0
167,Al3Co3U3,orthorhombic,38,172.394,10.1876,0.688702051,0
168,Al3Co3U3,orthorhombic,38,172.931,10.2,0.687399097,0
169,Al1Co2V1,cubic,225,53.2491,1.78966,0.391687668,0
170,Al1Co2V1,cubic,225,53.2101,1.79416,0.392960351,0
171,Al1Co2V1,cubic,225,53.5815,1.75188,0.381040489,0
172,Al1Co2V1,cubic,225,53.4957,1.76122,0.383686371,0
173,Al6Co28Y4,orthorhombic,63,561.976,52.81,1.095166214,0
174,Al1Co2Zr1,cubic,225,61.986,3.2472,0.610516021,0
175,Al1Co2Zr1,cubic,225,61.8982,3.24501,0.610969679,0
176,Al1Co2Zr1,cubic,225,61.986,3.2472,0.610516021,0
177,Al1Co2Zr1,cubic,225,62.0036,3.24764,0.610425425,0
178,Al16Co7Zr6,cubic,225,452.631,7.05476,0.181643385,0
179,Al1Cr1Cu2,cubic,225,55.7194,4.07086,0.851454361,0
180,Al1Cr1Fe2,cubic,225,59.6824,5.87312,1.146843702,0
181,Al1Cr1Fe2,cubic,225,59.6213,5.87178,1.147757059,0
182,Al8Cu4Eu1,tetragonal,139,204.637,7.06197,0.402182664,0
183,Al4Cu4F24K4,orthorhombic,62,480.833,4.00193,0.096996678,0
184,Al8Cu4F8O28Si8,orthorhombic,62,611.445,4.00045,0.076248813,0
185,Al3Cu1Gd1,tetragonal,107,92.7826,1.06523,0.133800732,0
186,Al3Cu3Gd3,hexagonal,189,177.229,22.7676,1.497145827,0
187,Al1Cu2Mn1,cubic,225,55.4863,4.27848,0.898639241,0
188,Al1Cu2Mn1,cubic,225,55.4335,4.27716,0.899217675,0
189,Al1Cu2Mn1,cubic,225,55.4457,4.27746,0.899082873,0
190,Al1Cu2Mn1,cubic,225,55.3213,4.27439,0.900457887,0
191,Al1Cu2Mn1,cubic,225,55.3787,4.27583,0.899827604,0
192,Al1Cu2Mn1,cubic,225,55.3862,4.27601,0.899743631,0
193,Al1Cu2Mn1,cubic,225,55.4457,4.27746,0.899082873,0
194,Al1Cu2Mn1,cubic,225,55.3885,4.27607,0.899718894,0
195,Al1Cu2Mn1,cubic,225,55.4857,4.27847,0.898646858,0
196,Al1Cu2Mn1,cubic,225,55.3488,4.27508,0.900155781,0
197,Al1Cu2Mn1,cubic,225,55.4457,4.27746,0.899082873,0
198,Al1Cu2Mn1,cubic,225,55.4857,4.27847,0.898646858,0
199,Al8Cu4Nd1,tetragonal,139,203.316,3.12624,0.179197686,0
200,Al3Cu1Nd1,tetragonal,107,95.8015,3.08885,0.375756194,0
201,Al4Cu18Nd2,tetragonal,141,344.391,7.57956,0.25649201,0
202,Al3Cu3Nd3,hexagonal,189,186.241,10.5967,0.663096878,0
203,Al4Cu2O8,cubic,227,135.736,2.00032,0.171745778,0
204,Al8Cu4Pr1,tetragonal,139,202.756,0.369001,0.021209746,0
205,Al8Cu4Pr1,tetragonal,139,203.539,0.368697,0.021110747,0
206,Al3Cu3Pr3,hexagonal,189,187.482,7.2206,0.448843921,0
207,Al3Cu3Pr3,hexagonal,189,188.494,7.01767,0.433887411,0
208,Al1Cu1Ti2,cubic,216,66.1523,3.83519,0.67565279,0
209,Al8Cu4U1,tetragonal,139,202.231,2.93757,0.169286425,0
210,Al8Cu4U1,tetragonal,139,202.165,2.93798,0.169365326,0
211,Al2Cu1U1,tetragonal,139,77.8699,3.11679,0.466465537,0
212,Al10Cu12U2,orthorhombic,70,357.85,6.15893,0.200579195,0
213,Al2Cu6U4,orthorhombic,63,225.139,11.4481,0.592603647,0
214,Al8Eu1Mn4,tetragonal,139,235.467,19.8569,0.982795222,0
215,Al1F5Fe1,orthorhombic,71,86.0181,4,0.54194072,0
216,Al2F10Mn2,orthorhombic,63,176.485,10.0024,0.660507962,0
217,Al2F10Mn2,orthorhombic,63,176.572,10.0023,0.660175919,0
218,Al2F14Na4Ni2,orthorhombic,74,270.631,3.99977,0.172242022,0
219,Al4F24Pd4Rb4,orthorhombic,62,553.695,7.99231,0.168222219,0
220,Al18Fe4,triclinic,1,365.769,10.088,0.321425122,0
221,Al1Fe3,cubic,225,53.5294,8.93028,1.944259989,0
222,Al2Fe4,cubic,227,87.8308,11.5452,1.531920616,0
223,Al1Fe3,cubic,225,53.4438,8.92542,1.946314285,0
224,Al1Fe3,cubic,225,53.527,8.93015,1.94431886,0
225,Al1Fe3,cubic,225,53.4668,8.9266,1.945734237,0
226,Al16Fe10,cubic,217,386.389,26.1243,0.787955238,0
227,Al16Fe10,cubic,217,384.595,26.0587,0.789642929,0
228,Al16Fe10,cubic,217,386.489,27.7682,0.837321474,0
229,Al1Fe1,cubic,221,24.0151,0.896646,0.435129226,0
230,Al1Fe1,cubic,221,23.5552,0.895584,0.443099407,0
231,Al1Fe1,cubic,221,23.6255,0.903536,0.445703548,0
232,Al1Fe1,cubic,221,27.917,0.0046855,0.001956,0
233,Al1Fe1,cubic,221,27.739,0.199511,0.083821935,0
234,Al1Fe1,cubic,221,23.519,0.869409,0.430811133,0
235,Al1Fe1,cubic,221,23.5826,0.794393,0.392577461,0
236,Al1Fe1,cubic,221,23.4869,0.873867,0.433611987,0
237,Al9Fe2H1O24Si4,monoclinic,12,377.69,8.00028,0.246860349,0
238,Al8Fe4Hf1,tetragonal,139,196.736,9.63749,0.570902233,0
239,Al8Fe4La1,tetragonal,139,214.63,10.7683,0.584707089,0
240,Al8Fe4La1,tetragonal,139,214.85,10.7783,0.5846508,0
241,Al2Fe2La6S14,hexagonal,173,561.797,7.99605,0.165873773,0
242,Al1Fe2Mn1,cubic,225,58.8004,10.4582,2.0728043,0
243,Al1Fe2Mo1,cubic,225,58.3257,4.56821,0.912783412,0
244,Al8Fe4Nd1,tetragonal,139,211.673,13.9047,0.765557467,0
245,Al1Fe2Ni1,cubic,225,52.2741,6.54056,1.458176209,0
246,Al8Fe8O24,orthorhombic,33,410.038,40.0018,1.136938743,0
247,Al8Fe8O24,orthorhombic,33,409.905,39.9917,1.137020483,0
248,Al4Fe2O8,cubic,227,139.865,8.00028,0.666619135,0
249,Al2Fe4O8,cubic,227,146.848,18.0025,1.42871769,0
250,Al4Fe2O8,cubic,227,139.858,8.00028,0.6666525,0
251,Al4Fe2O8,cubic,227,139.874,8.00028,0.666576242,0
252,Al4Fe4O20P4,monoclinic,14,422.67,15.9998,0.441158619,0
253,Al8Fe12O48Si12,cubic,230,792.517,48.0013,0.705872156,0
254,Al8Fe12O48Si12,cubic,230,791.971,48.0011,0.706355855,0
255,Al8Fe12O48Si12,cubic,230,792.048,48.0011,0.706287185,0
256,Al8Fe12O48Si12,cubic,230,792.175,48.0011,0.706173955,0
257,Al8Fe12O48Si12,cubic,230,791.982,48.0011,0.706346044,0
258,Al8Fe12O48Si12,cubic,230,791.849,48.0011,0.706464683,0
259,Al8Fe12O48Si12,cubic,230,792.395,48.0012,0.705979364,0
260,Al8Fe12O48Si12,cubic,230,791.87,48.0011,0.706445948,0
261,Al8Fe12O48Si12,cubic,230,793.13,48.0011,0.705323658,0
262,Al8Fe12O48Si12,cubic,230,792.417,48.0011,0.705958293,0
263,Al8Fe12O48Si12,cubic,230,792.107,48.0011,0.706234578,0
264,Al8Fe12O48Si12,cubic,230,792.306,48.0011,0.706057196,0
265,Al8Fe12O48Si12,cubic,230,791.858,48.001,0.706455182,0
266,Al8Fe12O48Si12,cubic,230,791.96,48.001,0.706364194,0
267,Al8Fe12O48Si12,cubic,230,792.282,48.001,0.706077113,0
268,Al8Fe12O48Si12,cubic,230,791.849,48.0011,0.706464683,0
269,Al8Fe4Pr1,tetragonal,139,212.848,10.2164,0.559383888,0
270,Al2Fe1S4,rhombohedral,166,148.969,4.00116,0.313019688,0
271,Al2Fe2S14Y6,hexagonal,173,500.256,7.99867,0.186340438,0
272,Al8Fe4Sc1,tetragonal,139,201.655,10.0006,0.577961222,0
273,Al8Fe4Sc1,tetragonal,139,201.869,10.0065,0.577689144,0
274,Al8Fe4Sc1,tetragonal,139,201.342,9.99168,0.578343391,0
275,Al8Fe4Sc1,tetragonal,139,201.883,10.0065,0.577649083,0
276,Al4Fe6Si6,triclinic,2,221.437,13.6506,0.718427901,0
277,Al4Fe6Si6,triclinic,2,222.295,13.628,0.714470117,0
278,Al12Fe8Si4,cubic,227,347.862,21.43,0.717954331,0
279,Al8Fe5Si9U6,orthorhombic,71,494.941,24.4152,0.574894949,0
280,Al8Fe4Th1,tetragonal,139,214.752,10.2733,0.557512221,0
281,Al8Fe4Th1,tetragonal,139,214.82,10.2817,0.557791451,0
282,Al8Fe4Th1,tetragonal,139,214.82,10.2817,0.557791451,0
283,Al8Fe4Th1,tetragonal,139,215.032,10.2871,0.557534191,0
284,Al1Fe1Ti2,cubic,216,61.7923,1.9444,0.36671856,0
285,Al1Fe1Ti2,cubic,216,61.5677,1.66144,0.314494729,0
286,Al4Fe8U1,tetragonal,139,207.292,24.189,1.359931431,0
287,Al8Fe4U1,tetragonal,139,207.254,12.6536,0.71152935,0
288,Al8Fe4U1,tetragonal,139,206.736,12.6319,0.712088887,0
289,Al40Fe2U4,tetragonal,121,834.972,13.2367,0.184752129,0
290,Al8Fe4U1,tetragonal,139,206.572,12.3758,0.698205823,0
291,Al3Fe3U3,orthorhombic,38,182.21,11.0379,0.705985669,0
292,Al20Fe4U2,orthorhombic,63,438.298,13.7629,0.365950297,0
293,Al20Fe4U2,orthorhombic,63,432.214,13.5048,0.364142161,0
294,Al20Fe4U2,orthorhombic,63,431.443,13.4424,0.363107338,0
295,Al8Fe4Y1,tetragonal,139,205.747,10.2766,0.582099974,0
296,Al8Fe4Y1,tetragonal,139,206.472,10.2974,0.581230047,0
297,Al8Fe4Y1,tetragonal,139,206.46,10.2968,0.581229961,0
298,Al8Fe4Y1,tetragonal,139,206.428,10.2964,0.581297479,0
299,Al8Fe4Y1,tetragonal,139,206.472,10.2976,0.581241335,0
300,Al6Fe28Y4,hexagonal,194,615.26,84.702,1.604414663,0
301,Al6Fe28Y4,hexagonal,194,615.305,85.2314,1.61432442,0
302,Al8Fe4Zr1,tetragonal,139,198.065,9.73531,0.572827271,0
303,Al2Gd6Mn2S14,monoclinic,4,506.893,35.999,0.82766727,0
304,Al3Gd3Ni3,hexagonal,189,166.743,22.1614,1.548927963,0
305,Al3Gd3Ni3,hexagonal,189,166.719,22.175,1.550101621,0
306,Al3Gd3Ni3,hexagonal,189,166.264,22.149,1.552521192,0
307,Al3Gd3Ni3,hexagonal,189,167.191,22.1398,1.543271857,0
308,Al4Gd2Ni2,orthorhombic,63,145.198,1.56867,0.125907788,0
309,Al2Ge2Mn2,tetragonal,129,107.086,8.03552,0.874506271,0
310,Al2Ge2Mn2,tetragonal,129,107.252,8.05061,0.874792452,0
311,Al2Ge2Mn2,tetragonal,129,107.104,8.04724,0.875634575,0
312,Al4H8K2Ni2O28P6,monoclinic,15,561.888,4.01219,0.083217252,0
313,Al2H8Mn9O32Si8,triclinic,2,638.36,45.0011,0.821559652,0
314,Al2H16N8Rb2,tetragonal,85,345.273,7.99865,0.269982562,0
315,Al8La1Mn4,tetragonal,139,234.445,15.0049,0.745888255,0
316,Al2La6Mn2S14,monoclinic,4,564.757,9.99172,0.206186521,0
317,Al36Mg6Mn4,cubic,227,800.215,12.5069,0.182148093,0
318,Al36Mg6Mn4,cubic,227,799.967,12.5083,0.182224957,0
319,Al1Mn1,tetragonal,123,33.3436,4.09456,1.431121119,0
320,Al1Mn1,tetragonal,123,32.2169,3.91641,1.416726574,0
321,Al11Mn4,triclinic,2,250.405,14.1607,0.659057587,0
322,Al1Mn3,cubic,225,68.7331,12.7489,2.161665151,0
323,Al20Mn6,hexagonal,194,429.97,20.7837,0.563334499,0
324,Al8Mn4Nd1,tetragonal,139,230.626,18.0754,0.913400592,0
325,Al1Mn1Ni2,cubic,225,50.733,5.72124,1.31425991,0
326,Al1Mn1Ni2,cubic,225,50.8759,5.72901,1.312348302,0
327,Al1Mn1Ni2,cubic,225,50.6398,5.71425,1.31507007,0
328,Al4Mn13O28Sb2Si2,monoclinic,12,594.911,64.9921,1.273181177,0
329,Al8Mn12O48Si12,cubic,230,810.115,60.0017,0.863174337,0
330,Al8Mn12O48Si12,cubic,230,809.933,60.0017,0.863368301,0
331,Al8Mn12O48Si12,cubic,230,810.219,60.0017,0.86306354,0
332,Al8Mn12O48Si12,cubic,230,810.158,60.0017,0.863128524,0
333,Al8Mn12O48Si12,cubic,230,810.078,60.0018,0.863215201,0
334,Al8Mn12O48Si12,cubic,230,810.032,60.0017,0.863262783,0
335,Al8Mn12O48Si12,cubic,230,810.477,60.0017,0.8627888,0
336,Al8Mn12O48Si12,cubic,230,810.01,60.0017,0.863286229,0
337,Al8Mn12O48Si12,cubic,230,810.217,60.0017,0.863065671,0
338,Al8Mn12O48Si12,cubic,230,810.155,60.0017,0.86313172,0
339,Al8Mn12O48Si12,cubic,230,809.985,60.0017,0.863312874,0
340,Al8Mn12O48Si12,cubic,230,810.293,60.0017,0.862984721,0
341,Al8Mn12O48Si12,cubic,230,809.952,60.0043,0.863385459,0
342,Al8Mn12O48Si12,cubic,230,809.845,60.0017,0.863462117,0
343,Al8Mn12O48Si12,cubic,230,810.012,60.0018,0.863285536,0
344,Al8Mn12O48Si12,cubic,230,810.219,60.0016,0.863062102,0
345,Al8Mn12O48Si12,cubic,230,810.561,60.0017,0.862699388,0
346,Al8Mn12O48Si12,cubic,230,810.077,60.0018,0.863216267,0
347,Al8Mn12O48Si12,cubic,230,810.162,60.0017,0.863124262,0
348,Al8Mn12O48Si12,cubic,230,810.151,60.0017,0.863135981,0
349,Al8Mn12O48Si12,cubic,230,809.845,60.0017,0.863462117,0
350,Al8Mn12O48Si12,cubic,230,810.161,60.0017,0.863125327,0
351,Al8Mn12O48Si12,cubic,230,809.938,60.0017,0.863362971,0
352,Al8Mn12O48Si12,cubic,230,810.073,60.0017,0.863219091,0
353,Al1Mn1Pd2,cubic,225,60.4987,4.64863,0.895489662,0
354,Al8Mn4Pr1,tetragonal,139,230.52,17.2307,0.871115916,0
355,Al2Mn2Pr6S14,monoclinic,4,534.961,21.9999,0.479269976,0
356,Al1Mn1Rh2,cubic,225,56.4159,4.89629,1.011456594,0
357,Al4Mn2S8,cubic,227,268.311,9.9964,0.434196968,0
358,Al2Mn1S4,rhombohedral,160,146.47,4.8268,0.384053972,0
359,Al2Mn1S4,rhombohedral,160,140.691,4.79448,0.397152073,0
360,Al8Mn4Sc1,tetragonal,139,221.584,14.2937,0.751775042,0
361,Al2Mn1Te4,tetragonal,121,230.978,5.00061,0.252309735,0
362,Al8Mn4Th1,tetragonal,139,231.981,14.6187,0.734408976,0
363,Al8Mn4U1,tetragonal,139,202.101,16.6007,0.957281305,0
364,Al8Mn4U1,tetragonal,139,228.879,17.8814,0.910494254,0
365,Al8Mn4U1,tetragonal,139,229.761,16.8917,0.856798476,0
366,Al8Mn4U1,tetragonal,139,225.156,17.8804,0.9254977,0
