count,compound,lattice_system_relax,spacegroup_relax,volume_cell,spin_cell,mag_field,mag_sites
1023,C1Fe16Si7U6,cubic,225,489.932,49.4407,1.176062611,0
1024,C1Fe3Sn1,cubic,221,75.7898,9.46015,1.454684797,0
1025,C4Fe2U2,tetragonal,129,101.238,5.12019,0.589419037,0
1026,C4Fe2U2,tetragonal,122,107.336,8.57794,0.931363547,0
1027,C4Fe12V12,cubic,227,357.709,17.6469,0.574936917,0
1028,C2Fe12W12,cubic,227,359.763,34.3941,1.114163924,0
1029,C2Fe12W12,cubic,227,359.44,34.3725,1.114464794,0
1030,C4Fe12W12,cubic,227,373.552,35.8614,1.118813795,0
1031,C6Fe12W12,cubic,227,383.175,36.8093,1.119546228,0
1032,C4Fe12W12,cubic,227,374.037,35.814,1.11588619,0
1033,C4Fe12W12,cubic,227,373.993,35.8621,1.11751634,0
1034,C6Fe21W2,cubic,225,333.052,60.6682,2.122905696,0
1035,C4Fe12W12,cubic,227,373.982,35.8116,1.115975509,0
1036,C4Fe12W12,cubic,227,374.155,35.8515,1.116702314,0
1037,C4Fe12W12,cubic,227,373.943,35.8118,1.116098131,0
1038,C2Fe12W12,cubic,227,359.633,34.3229,1.112259382,0
1039,C2Fe12W12,cubic,227,359.599,34.3634,1.113677103,0
1040,C4Fe12W12,cubic,227,373.668,35.8688,1.11869727,0
1041,C4Fe12W12,cubic,227,374.005,35.8514,1.117147067,0
1042,C6Fe6W20,hexagonal,194,456.947,19.0138,0.484936339,0
1043,C3Fe17Y2,rhombohedral,166,315.273,51.7861,1.914291473,0
1044,C8Fe2Y4,orthorhombic,72,184.099,0.463475,0.029339758,0
1045,C1Fe3Zn1,cubic,221,62.9046,9.00618,1.668552423,0
1046,C4Fe12Zr12,cubic,227,458.849,29.1847,0.741254055,0
1047,C1Ga1Mn3,cubic,221,75.6042,12.002,1.850075017,0
1048,C1Ga1Mn3,cubic,221,75.4595,11.998,1.853004922,0
1049,C1Ga1Mn3,cubic,221,75.3948,11.9957,1.854239554,0
1050,C1Ga1Mn3,cubic,221,75.4066,12.0002,1.854644873,0
1051,C1Ga1Mn3,cubic,221,75.603,12.002,1.850104382,0
1052,C12Gd6Mn4,hexagonal,176,293.222,42.3503,1.683222694,0
1053,C2Gd1Ni1,orthorhombic,38,50.008,7.24841,1.6892149,0
1054,C2Gd1Ni1,orthorhombic,38,50.011,7.2486,1.689157845,0
1055,C8Ge4H24Mn1N2S10,tetragonal,82,689.074,5.00351,0.084623415,0
1056,C2Ge2Mn6,tetragonal,140,156.166,25.5614,1.907566946,0
1057,C1Ge1Mn3,cubic,221,78.2263,12.7956,1.906292348,0
1058,C2H9K1Ni1O10,triclinic,2,214.024,2.00173,0.108999539,0
1059,C8H24Mn2N20,monoclinic,4,550.463,10.0204,0.212147815,0
1060,C4H18Mn2N2O14P4,monoclinic,9,398.09,10.0046,0.292887003,0
1061,C8H24Mn1N2Se10Sn4,tetragonal,82,841.073,4.99895,0.069267058,0
1062,C8H24Mn4O24,monoclinic,14,629.236,20.0027,0.370473116,0
1063,C8H24Mn4O24,monoclinic,14,629.018,20.0025,0.370597806,0
1064,C4H8Mn2O12,monoclinic,15,274.068,9.99722,0.42511121,0
1065,C16H48Mn4O32P8,triclinic,2,1149.67,19.9937,0.202675667,0
1066,C4H8Mn8O28P4,monoclinic,14,624.03,40.0023,0.747069717,0
1067,C2H4Mn2O12P2,monoclinic,12,241.608,10.0016,0.482436113,0
1068,C4H4N8Ni2,orthorhombic,58,188.858,4.0025,0.246988989,0
1069,C4H20N8Ni2O12,monoclinic,15,404.641,3.99727,0.115126483,0
1070,C8H24Ni4O24,monoclinic,14,571.843,8.00415,0.163124821,0
1071,C2I12Pr6Rb1,triclinic,2,855.802,13.002,0.177059202,0
1072,C1In1Mn3,cubic,221,145.237,12.0758,0.968992198,0
1073,C1In1Mn3,cubic,221,79.7706,12.0598,1.761890384,0
1074,C1In1Mn3,cubic,221,143.867,12.113,0.981233051,0
1075,C12K6Mn2N12,monoclinic,14,626.697,3.99833,0.074353713,0
1076,C2La1Ni1,orthorhombic,38,56.4492,0.0007085,0.000146273,0
1077,C1Mg1Ni3,cubic,221,54.2262,0.490136,0.10533897,0
1078,C4Mn12,orthorhombic,62,223.366,48.8151,2.546940239,0
1079,C6Mn23,cubic,225,431.528,97.4622,2.632139293,0
1080,C6Mn23,cubic,225,430.44,97.4275,2.637852906,0
1081,C6Mn23,cubic,225,432.631,97.4672,2.625563299,0
1082,C4Mn24,cubic,227,422.638,72.589,2.001630498,0
1083,C4Mn10,monoclinic,15,186.845,40.347,2.516583856,0
1084,C4Mn10,monoclinic,15,185.555,39.9275,2.507731848,0
1085,C4Mn12Mo12,cubic,227,415.435,26.6574,0.747818741,0
1086,C6Mn20Mo3,cubic,225,421.248,73.3708,2.029864466,0
1087,C4Mn12Mo12,cubic,227,414.997,42.0854,1.181865732,0
1088,C8Mn2N12,orthorhombic,58,340.3,6.00015,0.205485791,0
1089,C8Mn2N12,orthorhombic,58,348.535,5.99963,0.200613294,0
1090,C8Mn2N12,orthorhombic,58,346.484,6.00044,0.201828063,0
1091,C1Mn1N2,rhombohedral,166,48.3024,5.00233,1.20693885,0
1092,C3Mn3N6,rhombohedral,166,145.479,14.9999,1.201627047,0
1093,C6Mn2N6Ru1,triclinic,2,222.974,10.0002,0.522680261,0
1094,C2Mn2Na6O14P2,monoclinic,11,322.777,10.0006,0.361081397,0
1095,C2Mn2O6,rhombohedral,167,107.569,9.99999,1.083413076,0
1096,C2Mn2O6,rhombohedral,167,107.51,10.0028,1.084312245,0
1097,C2Mn2O6,rhombohedral,167,107.504,10.0029,1.084383603,0
1098,C2Mn2O6,rhombohedral,167,107.508,10.0029,1.084343257,0
1099,C1Mn3Sn1,cubic,221,84.4466,12.8452,1.7727208,0
1100,C1Mn3Sn1,cubic,221,84.5258,12.8475,1.771376892,0
1101,C1Mn3Sn1,cubic,221,84.6555,12.8511,1.769158578,0
1102,C4Mn12W12,cubic,227,404.179,26.3614,0.760109857,0
1103,C6Mn20W3,cubic,225,414.274,74.0992,2.084526785,0
1104,C4Mn12W12,cubic,227,403.707,23.8013,0.687093812,0
1105,C8Mn6W20,hexagonal,194,470.577,17.2428,0.42703034,0
1106,C18Mn13Y10,cubic,217,596.746,37.0001,0.722595112,0
1107,C1Mn3Zn1,cubic,221,73.5661,11.8021,1.869662405,0
1108,C1Mn3Zn1,cubic,221,74.0439,11.8422,1.863909167,0
1109,C1Mn3Zn1,cubic,221,74.056,11.8433,1.86377773,0
1110,C4Mo12Ni12,cubic,227,350.043,15.0536,0.501187941,0
1111,C2Mo12Ni12,cubic,227,327.948,7.52422,0.267385675,0
1112,C4Mo12Ni12,cubic,227,350.031,15.0853,0.502260565,0
1113,C8N12Ni2,orthorhombic,58,317.282,4.00166,0.146986142,0
1114,C2N4Ni2,hexagonal,194,82.6187,4.00178,0.564490309,0
1115,C2N2Ni1S2,monoclinic,12,117.962,1.99947,0.197539706,0
1116,C4Nb16Ni8,cubic,227,404.146,3.90347,0.112562622,0
1117,C2Nd1Ni1,orthorhombic,38,53.0217,3.22234,0.708270825,0
1118,C2Nd1Ni1,orthorhombic,38,53.0152,3.22983,0.710004168,0
1119,C2Nd1Ni1,orthorhombic,38,53.0697,3.23276,0.709918461,0
1120,C2Nd1Ni1,orthorhombic,38,53.011,3.22984,0.71006262,0
1121,C2Ni2O6,rhombohedral,167,92.7472,3.99993,0.502612427,0
1122,C2Ni2O6,rhombohedral,167,92.8308,3.99993,0.502159793,0
1123,C4Ni2U2,tetragonal,129,96.9663,4.71943,0.567218469,0
1124,C2Ni12W12,cubic,227,329.231,7.93851,0.281008796,0
1125,C4Ni12W12,cubic,227,347.79,11.3465,0.380212565,0
1126,C6Ni20W6,hexagonal,194,393.154,17.3324,0.513780531,0
1127,C4Ni13Y4,orthorhombic,65,272.62,3.8777,0.165767021,0
1128,C1Ni3Zn1,cubic,221,51.7454,0.3365,0.075787042,0
1129,Ca3Cl2Cu2O4,tetragonal,139,164.329,0.62247,0.04414544,0
1130,Ca2Cl2Cu1O2,tetragonal,139,114.898,0.55759,0.056556711,0
1131,Ca2Cl2Cu1O2,tetragonal,139,116.045,0.561323,0.056372597,0
1132,Ca2Cl2Cu1O10Te4,triclinic,2,325.863,1.00157,0.035820191,0
1133,Ca4Cl2Fe2O6,tetragonal,99,209.031,10.0031,0.5577063,0
1134,Ca4Cl2Fe2O6,tetragonal,129,207.844,10.0034,0.56090819,0
1135,Ca4Cl2Fe2O6,tetragonal,129,208.398,10.0035,0.559422678,0
1136,Ca3Cl2Fe2O5,tetragonal,139,180.313,10.0052,0.646666516,0
1137,Ca2Cl2Fe2O4,monoclinic,12,168.163,9.99761,0.692863021,0
1138,Ca2Cl2Fe2O4,monoclinic,8,172.383,10.0046,0.676374045,0
1139,Ca1Co4Cu3O12,cubic,204,192.96,6.99607,0.422540648,0
1140,Ca2Co2F12Li2,monoclinic,15,228.905,8.00211,0.407409242,0
1141,Ca16Co8Fe8O40,orthorhombic,57,914.163,71.8015,0.915359127,0
1142,Ca1Co2Ge2,tetragonal,139,90.7217,4.14619,0.532622684,0
1143,Ca1Co2Ge2,tetragonal,139,90.7601,4.15065,0.532970027,0
1144,Ca6Co2Mn2O12,rhombohedral,167,262.125,12.0001,0.533529036,0
1145,Ca20Co8N16,tetragonal,130,800.186,16.0013,0.23304831,0
1146,Ca4Co8O16,orthorhombic,62,297.321,27.8328,1.090970362,0
1147,Ca6Co4O12,rhombohedral,167,258.147,12.0018,0.541827373,0
1148,Ca6Co4O12,rhombohedral,167,258.166,12.0018,0.541787496,0
1149,Ca6Co4O12,rhombohedral,167,258.3,12.0019,0.541510942,0
1150,Ca6Co4O12,rhombohedral,167,258.148,12.0018,0.541825274,0
1151,Ca6Co4O12,rhombohedral,167,258.419,12.0019,0.54126158,0
1152,Ca6Co4O12,rhombohedral,167,258.055,12.0019,0.542025057,0
1153,Ca6Co4O12,rhombohedral,167,258.35,12.0019,0.54140614,0
1154,Ca6Co4O12,rhombohedral,167,257.999,15.8233,0.714760721,0
1155,Ca6Co4O12,rhombohedral,167,258.19,12.0019,0.541741648,0
1156,Ca2Co1O3,monoclinic,8,116.712,2.99983,0.29954548,0
1157,Ca2Co6O28P8,monoclinic,14,511.114,18,0.410427419,0
1158,Ca2Co2O14P4,triclinic,2,260.105,6.00019,0.268842509,0
1159,Ca6Co2O12Rh2,rhombohedral,167,267.942,7.99657,0.34781202,0
1160,Ca4Co2O14Si4,tetragonal,113,317.388,6.00229,0.220398234,0
1161,Ca4Co2O14Si4,tetragonal,113,317.193,6.00227,0.220532993,0
1162,Ca4Co2O14Si4,tetragonal,113,317.199,6.00235,0.220531761,0
1163,Ca4Co2O14Si4,tetragonal,113,317.088,6.00228,0.220606387,0
1164,Ca4Co2O14Si4,tetragonal,113,317.11,6.00229,0.22059145,0
1165,Ca4Co2O14Si4,tetragonal,113,317.102,6.00232,0.220598118,0
1166,Ca4Co2O14Si4,tetragonal,113,317.137,6.00233,0.220574139,0
1167,Ca4Co2O14Si4,tetragonal,113,317.107,6.00229,0.220593537,0
1168,Ca4Co2O14Si4,tetragonal,113,317.003,6.00228,0.22066554,0
1169,Ca4Co2O14Si4,tetragonal,113,317.021,6.0023,0.220653746,0
1170,Ca4Co2O14Si4,tetragonal,113,317.173,6.00228,0.220547266,0
1171,Ca4Co2O14Si4,tetragonal,113,317.318,6.00264,0.220459708,0
1172,Ca4Co2O14Si4,tetragonal,113,317.287,6.00232,0.220469494,0
1173,Ca4Co2O14Si4,tetragonal,113,317.154,6.00229,0.220560846,0
1174,Ca2Co2O12Si4,monoclinic,15,229.985,6.00057,0.304070742,0
1175,Ca2Co2O12Si4,monoclinic,15,229.904,6.00055,0.304176858,0
1176,Ca2Co2O12Si4,monoclinic,15,229.888,5.99946,0.304142771,0
1177,Ca2Co2O12Si4,monoclinic,15,231.196,5.99928,0.302412999,0
1178,Ca2Co2O12Si4,monoclinic,15,230.469,5.99925,0.303365424,0
1179,Ca1Co2P2,tetragonal,139,70.5705,1.69253,0.279508371,0
1180,Ca1Co2P2,tetragonal,139,70.8987,1.69869,0.279227055,0
1181,Ca1Co2P2,tetragonal,139,70.7256,1.69599,0.279465554,0
1182,Ca1Co2P2,tetragonal,139,70.5612,1.69231,0.279508874,0
1183,Ca1Co2P2,tetragonal,139,70.5705,1.69253,0.279508371,0
1184,Ca1Co2Si2,tetragonal,139,82.5563,3.41319,0.481827832,0
1185,Ca2Cr4Cu6O24Sb4,cubic,201,431.797,12.0868,0.326222081,0
1186,Ca2Cu2F8,tetragonal,140,156.037,1.99946,0.149336775,0
1187,Ca4Cu2Fe2O6S2,tetragonal,129,224.727,10.0001,0.518597868,0
1188,Ca4Cu2Fe2O6Se2,tetragonal,129,234.886,9.99958,0.496142311,0
1189,Ca4Cu4Ge8O24,monoclinic,14,487.52,3.99969,0.095612689,0
1190,Ca4Cu4Ge8O24,monoclinic,14,488.413,3.99953,0.095434056,0
1191,Ca4Cu4Ge8O24,monoclinic,14,488.193,3.99956,0.095477779,0
1192,Ca4Cu4Ge8O24,monoclinic,14,488.18,3.9996,0.095481276,0
1193,Ca4Cu4Ge8O24,monoclinic,14,488.193,3.9995,0.095476346,0
1194,Ca4Cu4Ge8O24,monoclinic,14,488.618,3.99946,0.095392347,0
1195,Ca4Cu4Ge8O24,monoclinic,14,488.091,3.99957,0.09549797,0
1196,Ca4Cu4Ge8O24,monoclinic,14,488.099,3.99961,0.09549736,0
1197,Ca1Cu3Ge4O12,cubic,204,196.062,3.00089,0.178376766,0
1198,Ca1Cu3Ge4O12,cubic,204,195.944,3.00089,0.178484187,0
1199,Ca2Cu2Ge4O12,monoclinic,15,248.459,2.0004,0.09383044,0
1200,Ca2Cu2Ge4O12,monoclinic,15,248.674,2.00043,0.093750721,0
1201,Ca2Cu2Ge4O12,monoclinic,15,248.937,2.00043,0.093651674,0
1202,Ca2Cu2Ge4O12,monoclinic,15,248.542,2.00043,0.093800512,0
1203,Ca1Cu3Mn4O12,cubic,204,196.505,9.00701,0.534181297,0
1204,Ca1Cu3Mn4O12,cubic,204,196.499,9.00698,0.534195828,0
1205,Ca1Cu1O2,tetragonal,123,48.0496,0.0053833,0.001305691,0
1206,Ca1Cu1O2,tetragonal,123,48.1221,0.0054307,0.001315203,0
1207,Ca4Cu4O8,monoclinic,4,198.316,4.00002,0.235063959,0
1208,Ca2Cu1O3,orthorhombic,71,107.526,0.846263,0.091721997,0
1209,Ca1Cu3O12Ru4,cubic,204,214.802,11,0.596809878,0
1210,Ca1Cu3O12Ru4,cubic,204,214.784,10.9999,0.596854468,0
1211,Ca1Cu3O12Ru4,cubic,204,214.943,10.9999,0.596412956,0
1212,Ca4Cu4O40Si16,tetragonal,130,837.141,4.00088,0.055697865,0
1213,Ca4Cu4O40Si16,tetragonal,130,837.727,4.00086,0.055658626,0
1214,Ca4Cu4O40Si16,tetragonal,130,836.896,4.00083,0.055713475,0
1215,Ca1Cu3O12Sn4,cubic,204,242.341,2.99983,0.144261813,0
1216,Ca1Cu3O12Sn4,cubic,204,242.336,2.99983,0.14426479,0
1217,Ca1Cu3O12Ti4,cubic,204,211.362,2.9995,0.165387848,0
1218,Ca1Cu3O12Ti4,cubic,204,211.336,2.99952,0.165409298,0
1219,Ca1Cu3O12Ti4,cubic,204,211.288,2.9995,0.165445772,0
1220,Ca1Cu3O12Ti4,cubic,204,211.518,2.9995,0.16526587,0
1221,Ca1Cu3O12Ti4,cubic,204,211.721,3.00001,0.165135484,0
1222,Ca1Cu3O12Ti4,cubic,204,211.431,2.9995,0.165333874,0
1223,Ca1Cu3O12Ti4,cubic,204,211.436,2.9995,0.165329964,0
1224,Ca1Cu3O12Ti4,cubic,204,211.437,2.9995,0.165329182,0
1225,Ca1Cu3O12Ti4,cubic,204,211.44,2.9995,0.165326836,0
1226,Ca1Cu3O12Ti4,cubic,204,211.44,2.99949,0.165326285,0
1227,Ca1Cu3O12Ti4,cubic,204,211.697,3.00001,0.165154206,0
1228,Ca1Cu3O12Ti4,cubic,204,211.329,2.99951,0.165414225,0
1229,Ca1Cu3O12Ti4,cubic,204,211.44,2.9995,0.165326836,0
1230,Ca1Cu3O12Ti4,cubic,204,211.439,2.9995,0.165327618,0
1231,Ca2Cu6O24Ti8,rhombohedral,148,423.339,5.99906,0.165149234,0
1232,Ca1Cu3O12V4,cubic,204,199.04,1.00075,0.058595852,0
1233,Ca4F20Fe4,monoclinic,14,416.641,19.9996,0.559423806,0
1234,Ca4F20Fe4,monoclinic,14,417.255,19.9996,0.558600601,0
1235,Ca2F12Li2Ni2,hexagonal,163,227.298,6.00359,0.307820153,0
1236,Ca2F10Mn2,monoclinic,15,212.586,8.00134,0.438641485,0
1237,Ca8Fe4Ga4O20,orthorhombic,62,458.746,20.047,0.509282483,0
1238,Ca12Fe8Ge12O48,cubic,230,972.113,39.9973,0.479507675,0
1239,Ca12Fe8Ge12O48,cubic,230,971.984,39.9972,0.479570116,0
1240,Ca2Fe2Ge4O12,monoclinic,15,252.147,8.00087,0.369798416,0
1241,Ca4Fe4H2O30Si10,triclinic,2,584.81,17.9994,0.358694631,0
1242,Ca4Fe4H2O30Si10,triclinic,2,584.425,17.9895,0.358733509,0
1243,Ca8Fe4Mn4O20,orthorhombic,62,465.943,35.9606,0.899447411,0
1244,Ca12Fe2N10,hexagonal,193,418.636,6.01082,0.167331918,0
1245,Ca4Fe2N4,monoclinic,12,165.946,7.99939,0.561787046,0
1246,Ca8Fe8O20,orthorhombic,62,465.936,40.0201,1.000998763,0
1247,Ca4Fe4O12,orthorhombic,62,222.903,15.9991,0.83649101,0
1248,Ca4Fe4O12,orthorhombic,62,222.536,15.998,0.83781292,0
1249,Ca8Fe8O20,orthorhombic,62,466.095,40.0042,1.000259729,0
1250,Ca8Fe8O20,orthorhombic,62,465.74,40.006,1.001067196,0
1251,Ca4Fe4O12,orthorhombic,62,223.201,15.998,0.835316759,0
1252,Ca8Fe8O20,orthorhombic,62,465.897,40.008,1.000779881,0
1253,Ca4Fe4O12,orthorhombic,62,222.929,15.9981,0.836341173,0
1254,Ca8Fe8O20,orthorhombic,62,466.139,39.9915,0.999847793,0
1255,Ca4Fe4O12,orthorhombic,62,222.918,15.9978,0.836366759,0
1256,Ca4Fe8O16,orthorhombic,62,305.419,24.6542,0.940754929,0
1257,Ca4Fe4O12,orthorhombic,62,222.528,15.9975,0.837816854,0
1258,Ca8Fe8O20,orthorhombic,62,466.727,40.0083,0.999007644,0
1259,Ca8Fe8O20,orthorhombic,62,466.458,40.0168,0.999796125,0
1260,Ca8Fe8O20,orthorhombic,62,466.417,40.0073,0.999646639,0
1261,Ca8Fe8O20,orthorhombic,62,466.1,40.0076,1.000334011,0
1262,Ca4Fe8O16,orthorhombic,62,301.431,40.0026,1.546614024,0
1263,Ca4Fe4O12,orthorhombic,62,222.898,15.9983,0.836467946,0
1264,Ca8Fe8O20,orthorhombic,62,466.423,40.0174,0.999886141,0
1265,Ca8Fe8O20,orthorhombic,62,466.338,40.0072,0.999813485,0
1266,Ca8Fe8O20,orthorhombic,62,466.573,40.0067,0.999297417,0
1267,Ca8Fe8O20,orthorhombic,62,466.35,40.0156,0.999997676,0
1268,Ca8Fe8O20,orthorhombic,62,466.443,40.0076,0.999598413,0
1269,Ca8Fe8O20,orthorhombic,62,465.997,40.006,1.000515102,0
1270,Ca4Fe4O12,orthorhombic,62,222.836,15.9978,0.836674528,0
1271,Ca1Fe1O2,tetragonal,123,51.6632,3.99998,0.902314955,0
1272,Ca2Fe2O4,tetragonal,113,107.044,7.99758,0.870718761,0
1273,Ca2Fe2O4,tetragonal,113,106.978,7.9974,0.871236341,0
1274,Ca4Fe4O12,monoclinic,12,285.594,5.99792,0.244755933,0
1275,Ca4Fe4O12,monoclinic,12,272.136,6.00086,0.256985806,0
1276,Ca2Fe8O12,orthorhombic,63,242.828,36.0028,1.727902184,0
1277,Ca2Fe6O10,orthorhombic,63,200.252,28,1.629531678,0
1278,Ca2Fe10O14,orthorhombic,63,284.775,44.0071,1.800953618,0
1279,Ca2Fe7O11,monoclinic,12,221.429,32.0062,1.684539715,0
1280,Ca2Fe9O13,monoclinic,12,262.241,37.9999,1.688742759,0
1281,Ca4Fe9O17,monoclinic,5,366.579,40.2161,1.278539083,0
1282,Ca18Fe2O56P14,rhombohedral,161,1180.24,9.99511,0.098695849,0
1283,Ca18Fe2O56P14,rhombohedral,161,1180.24,9.99511,0.098695849,0
1284,Ca18Fe2O56P14,rhombohedral,161,1179.39,9.99511,0.09876698,0
1285,Ca18Fe2O56P14,rhombohedral,161,1179.39,9.99511,0.09876698,0
1286,Ca6Fe2O12Rh2,rhombohedral,167,269.203,10.0028,0.433035328,0
1287,Ca6Fe2O12Rh2,rhombohedral,167,269.733,10.0028,0.432184454,0
1288,Ca12Fe8O48Si12,cubic,230,906.572,39.9964,0.514162312,0
1289,Ca12Fe8O48Si12,cubic,230,906.591,39.9964,0.514151537,0
1290,Ca12Fe8O48Si12,cubic,230,906.506,39.9964,0.514199747,0
1291,Ca12Fe8O48Si12,cubic,230,906.673,39.9964,0.514105037,0
1292,Ca12Fe8O48Si12,cubic,230,906.645,39.9964,0.514120914,0
1293,Ca12Fe8O48Si12,cubic,230,906.458,39.9964,0.514226976,0
1294,Ca12Fe8O48Si12,cubic,230,906.657,39.9964,0.514114109,0
1295,Ca12Fe8O48Si12,cubic,230,906.527,39.9964,0.514187835,0
1296,Ca12Fe8O48Si12,cubic,230,906.539,39.9964,0.514181029,0
1297,Ca12Fe8O48Si12,cubic,230,906.634,39.9964,0.514127151,0
1298,Ca12Fe8O48Si12,cubic,230,906.557,39.9964,0.51417082,0
1299,Ca12Fe8O48Si12,cubic,230,906.491,39.9964,0.514208256,0
1300,Ca12Fe8O48Si12,cubic,230,906.566,39.9964,0.514165715,0
1301,Ca12Fe8O48Si12,cubic,230,906.417,39.9964,0.514250236,0
1302,Ca12Fe8O48Si12,cubic,230,906.487,39.9964,0.514210525,0
1303,Ca12Fe8O48Si12,cubic,230,906.65,39.9965,0.514119364,0
1304,Ca12Fe8O48Si12,cubic,230,906.085,39.9964,0.514438663,0
1305,Ca12Fe8O48Si12,cubic,230,906.418,39.9964,0.514249668,0
1306,Ca12Fe8O48Si12,cubic,230,906.34,39.9964,0.514293925,0
1307,Ca12Fe8O48Si12,cubic,230,906.525,39.9964,0.51418897,0
1308,Ca12Fe8O48Si12,cubic,230,906.815,39.9964,0.514024532,0
1309,Ca12Fe8O48Si12,cubic,230,906.04,39.9965,0.5144655,0
1310,Ca12Fe8O48Si12,cubic,230,906.723,39.9964,0.514076687,0
1311,Ca12Fe8O48Si12,cubic,230,906.028,39.9964,0.514471027,0
1312,Ca12Fe8O48Si12,cubic,230,906.3,39.9965,0.514317909,0
1313,Ca12Fe8O48Si12,cubic,230,906.736,39.9963,0.514068031,0
1314,Ca12Fe8O48Si12,cubic,230,906.418,39.9964,0.514249668,0
1315,Ca12Fe8O48Si12,cubic,230,906.963,39.9962,0.513938082,0
1316,Ca12Fe8O48Si12,cubic,230,906.504,39.9964,0.514200881,0
1317,Ca12Fe8O48Si12,cubic,230,906.736,39.9964,0.514069317,0
1318,Ca12Fe8O48Si12,cubic,230,906.454,39.9964,0.514229245,0
1319,Ca12Fe8O48Si12,cubic,230,905.517,39.9965,0.51476264,0
1320,Ca12Fe8O48Si12,cubic,230,906.442,39.9964,0.514236052,0
1321,Ca2Fe2O12Si4,monoclinic,15,233.355,7.99971,0.399520227,0
1322,Ca2Fe2O12Si4,monoclinic,15,234.783,7.99974,0.397091749,0
1323,Ca2Fe2O12Si4,monoclinic,15,233.309,7.99971,0.399598997,0
1324,Ca2Fe2O12Si4,monoclinic,15,233.979,7.99989,0.398463709,0
1325,Ca2Fe2O12Si4,monoclinic,15,233.382,7.99968,0.399472508,0
1326,Ca2Fe2O12Si4,monoclinic,15,233.735,7.9997,0.398870199,0
1327,Ca2Fe2O12Si4,monoclinic,15,233.387,7.99971,0.399465448,0
1328,Ca2Fe2O12Si4,monoclinic,15,233.357,7.99971,0.399516802,0
1329,Ca2Fe2O12Si4,monoclinic,15,233.484,7.99971,0.399299491,0
1330,Ca2Fe2O12Si4,monoclinic,15,233.776,7.99972,0.398801241,0
1331,Ca2Fe2O12Si4,monoclinic,15,233.949,7.99989,0.398514805,0
1332,Ca2Fe2O12Si4,monoclinic,15,233.409,7.9997,0.399427297,0
1333,Ca2Fe2O12Si4,monoclinic,15,233.297,7.9997,0.399619052,0
1334,Ca2Fe2O12Si4,monoclinic,15,233.43,7.99971,0.399391862,0
1335,Ca2Fe2O12Si4,monoclinic,15,233.934,7.99972,0.398531889,0
1336,Ca2Fe2O12Si4,monoclinic,15,233.717,7.99971,0.398901417,0
1337,Ca2Fe2O12Si4,monoclinic,15,233.44,7.99969,0.399373755,0
1338,Ca2Fe2O12Si4,monoclinic,15,233.197,7.99967,0.399788918,0
1339,Ca2Fe2O12Si4,monoclinic,15,233.577,7.99972,0.399141007,0
1340,Ca2Fe2O12Si4,monoclinic,15,232.898,7.99969,0.400303177,0
1341,Ca2Fe2O12Si4,monoclinic,15,233.339,7.99969,0.399546623,0
1342,Ca2Fe2O12Si4,monoclinic,15,233.423,7.99971,0.39940384,0
1343,Ca2Fe2O12Si4,monoclinic,15,233.639,7.99971,0.39903459,0
1344,Ca2Fe2O12Si4,monoclinic,15,233.397,7.99972,0.399448832,0
1345,Ca2Fe2O12Si4,monoclinic,15,233.345,7.99968,0.39953585,0
1346,Ca4Fe4O24Ti8,tetragonal,137,445.799,16.0063,0.418440296,0
1347,Ca1Fe3O12Ti4,cubic,204,219.183,12,0.638051917,0
1348,Ca1Fe2P2,tetragonal,139,75.5051,5.772,0.890905569,0
1349,Ca1Fe4Sb12,cubic,204,454.652,12.6175,0.323426682,0
1350,Ca1Fe2Si2,tetragonal,139,86.8763,6.26734,0.840743615,0
1351,Ca8Ga4Mn4O20,orthorhombic,62,457.537,16.0376,0.408502572,0
1352,Ca4Ga2Mn2O10,orthorhombic,46,228.534,8.00089,0.408008412,0
1353,Ca1Ge2Mn2,tetragonal,139,105.635,7.20857,0.795285239,0
1354,Ca1Ge2Mn2,tetragonal,139,106.529,7.33932,0.802915075,0
1355,Ca1Ge2Mn2,tetragonal,139,105.601,5.63031,0.621363753,0
1356,Ca1Ge2Mn2,tetragonal,139,105.622,6.88372,0.759539647,0
1357,Ca4Ge4Ni6,orthorhombic,51,255.497,1.91896,0.087530973,0
1358,Ca8Ge6Ni8,orthorhombic,63,426.291,0.0564082,0.001542118,0
1359,Ca5Ge8Ni17,orthorhombic,38,455.242,2.80354,0.071770517,0
1360,Ca4H2Li2Mn4O30Si10,triclinic,2,613.079,19.9978,0.380143369,0
1361,Ca2H4Mn4Na2O24P6,monoclinic,15,490.196,20.0108,0.475747294,0
1362,Ca2H4Mn1O10P2,triclinic,2,199.617,4.99981,0.291902366,0
1363,Ca4H4Mn4O20Si4,orthorhombic,19,382.771,16.0015,0.487195544,0
1364,Ca4H4Mn4O20Si4,orthorhombic,19,382.623,16.0015,0.487383993,0
1365,Ca4H4Mn4O20Si4,orthorhombic,19,382.557,16.0015,0.487468078,0
1366,Ca1H1Ni5,hexagonal,156,87.8359,2.62605,0.348427619,0
1367,Ca1H1Ni5,orthorhombic,65,86.1874,2.6818,0.36263043,0
1368,Ca1H1Ni5,orthorhombic,35,86.0233,2.45692,0.332856127,0
1369,Ca1H1Ni5,monoclinic,6,93.4183,4.10571,0.512198083,0
1370,Ca1H1Ni5,monoclinic,8,86.2829,2.82771,0.381937035,0
1371,Ca2Li6Mn2N6,rhombohedral,148,179.315,4.00065,0.260013308,0
